atc_code,atc_description
s01ed51,Combinaciones con timolol
s01ed03,Levobunolol
s01ed01,Timolol
s01ee,Análogos de prostaglandinas
s01ee03,Bimatoprost
s01ee01,Latanoprost
s01ee51,Latanoprost y netarsudil
s01ee05,Tafluprost
s01ee04,Travoprost
s01ec,Inhibidores de la anhidrasa carbónica
s01ec01,Acetazolamida
s01ec04,Brinzolamida
s01ec54,"Brinzolamida, combinaciones"
s01ec03,Dorzolamida
s01ex,Otros preparados contra el glaucoma
s01ex91,Glicerina
s01eb,Parasimpaticomiméticos
s01eb09,Acetilcolina
s01eb01,Pilocarpina
s01ea,Simpaticomiméticos en la terapia del glaucoma
s01ea03,Apraclonidina
s01ea05,Brimonidina
s02,Otológicos
s02a,Antiinfecciosos
s02aa,Antiinfecciosos
s02aa15,Ciprofloxacino
s02b,Corticosteroides
s02ba,Corticosteroides
s02ba08,"Fluocinolona, acetónido"
s02c,Corticosteroides y antiinfecciosos en combinación
s02ca,Corticosteroides y antiinfecciosos en combinación
s02ca06,Dexametasona y antiinfecciosos
s02ca05,"Fluocinolona, acetónido y antiinfecciosos"
s02ca03,Hidrocortisona y antiinfecciosos
s02d,Otros otológicos
s02da,Analgésicos y anestésicos
s02da30,Combinaciones
s02da93,Laurilsulfato sodico
s02dc,Preparados inertes
s03,Preparados oftalmológicos y otológicos
s03c,Corticosteroides y antiinfecciosos en combinación
s03ca,Corticosteroides y antiinfecciosos en combinación
s03ca01,Dexametasona y antiinfecciosos
s03ca04,Hidrocortisona y antiinfecciosos
v,Varios
v04,Agentes diagnósticos
v04c,Otros agentes diagnósticos
v04cf,Agentes para el diagnóstico de tuberculosis
v04cf01,Tuberculina
v04cx,Otros agentes diagnósticos
v04cx05,13C-Urea
v04cx07,Edrofonio
v04cx06,Hexaminolevulinato
v04cx04,Manitol
v04cx03,Metacolina
v04cx93,"Monóxido de carbono, combinaciones con"
v04cx01,Verde de indocianina
v04cd,Pruebas de función hipofisaria
v04cd06,Macimorelina
v04cd01,Metirapona
v04cd05,Somatorelina
v04ck,Pruebas de función pancreática
v04ck01,Secretina
v04cj,Pruebas de función tiroidea
v04cj02,Protirelina
v04cj01,Tirotropina
v04ca,Pruebas para diabetes
v04ca02,Glucosa
v04cl,Pruebas para enfermedades alérgicas
v01,Alérgenos
v01a,Alergenos
v01aa,Extractos alergénicos
v01aa03,Ácaros de polvo ambiental
v01aa08,Comidas
v01aa07,Insectos
v01aa02,Polen de plantas
v08,Medios de contraste
v08c,Medios de contraste para ímágenes de resonancia magnética
v08ca,Medios de contraste paramagnéticos
v08ca08,Ácido gadobénico
v08ca01,Ácido gadopentético
v08ca02,Ácido gadotérico
v08ca10,Ácido gadoxético
v08ca09,Gadobutrol
v08ca03,Gadodiamida
v08ca12,Gadopiclenol
v08ca04,Gadoteridol
v08ca06,Gadoversetamida
v08a,"Medios de contraste para rayos-x, iodados"
v08aa,"Medios de contraste para rayos-x de alta osmolaridad, hidrosolubles y nefrotrópicos"
v08aa01,Ácido diatrizoico
v08aa02,Ácido metrizoico
v08ab,"Medios de contraste para rayos-x de baja osmolaridad, hidrosolubles y nefrotrópicos"
v08ab03,Ácido ioxáglico
v08ab11,Iobitridol
v08ab09,Iodixanol
v08ab02,Iohexol
v08ab10,Iomeprol
v08ab04,Iopamidol
v08ab05,Iopromida
v08ab07,Ioversol
v08ad,Medios de contraste para rayos-x no hidrosolubles
v08ad01,Ésteres etílicos de ácidos grasos iodados
v08b,"Medios de contraste para rayos-x, no iodados"
v08ba,Medios de contraste para rayos-x que contienen sulfato de bario
v08ba01,Sulfato de bario con agentes en suspensión
v08d,Medios de contraste para ultrasonido
v08da,Medios de contraste para ultrasonido
v08da01,"Albúmina humana, microesferas de"
v08da04,"Fosfolípidos, microesferas de"
v08da05,Hexafluoruro de azufre
v06,Nutrientes generales
v06d,Otros nutrientes
v06dd,"Aminoácidos, incluyendo combinaciones con polipéptidos"
v06dd90,Sales de calcio de cetoanálogos de aminoácidos y aminoácidos
v09,Productos radiofarmacéuticos para diagnóstico
v09h,Detección de inflamación e infecciones
v09hb,Compuestos con indio (111in)
v09hb01,"Indio (111in), oxinato de, células marcadas con"
v09ha,Compuestos con tecnecio (99 mTc)
v09ha03,Tecnecio (99 mTc) anticuerpos antigranulocitos
v09ha04,Tecnecio (99 mTc) sulesomab
v09hx,Otros productos radiofarmacéuticos para la detección de la inflamación y las infecciones
v09hx01,Citrato de galio (67Ga)
v09i,Detección de tumores
v09ib,Compuestos con indio (111in)
v09ib01,Indio (111in) pentetreotida
v09ia,Compuestos con tecnecio (99 mTc)
v09ia07,Tecnecio (99 mTc) hinio-octreotida
v09ia09,Tecnecio (99 mTc) tilmanocept
v09ix,Otros productos radiofarmacéuticos para la detección de tumores
v09ix12,Fluciclovina (18f)
v09ix04,Fluodesoxiglucosa (18F)
v09ix07,Fluorocolina (18F)
v09ix05,Fluorodopa 18F
v09ix09,Galio (67 Ga) edoteotrida
v09ix14,Galio (68ga) gozetotida
v09ix01,Iobenguano (123I)
v09ix02,Iobenguano (131i)
v09ix16,Piflufolastat (18f)
v09ix17,Psma-1007 (18f)
v09b,Esqueleto
v09ba,Compuestos con tecnecio (99 mTc)
v09ba03,Pirofosfato de tecnecio (99 mTc)
v09ba04,Tecnecio (99 mTc) ácido butedrónico
v09ba01,Tecnecio (99 mTc) ácido oxidrónico
v09d,Hígado y sistema retículo endotelial
v09da,Compuestos con tecnecio (99mTc)
v09da04,Tecnecio (99mTc) mebrofenina
v09dx,Otros productos radiofarmacéuticospara el diagnóstico del hígado y el sistema retículo endotelial
v09dx01,Selenio (75 Se) acido tauroselcólico
v09db,Partículas y coloides con tecnecio (99 mTc)
v09db07,Tecnecio (99 mTc) fitato
v09db01,Tecnecio (99 mTc) nanocoloidal
v09db06,Tecnecio (99 mTc) reniosulfuro
v09x,Otros productos radiofarmacéuticos para diagnóstico
v09xa,Compuestos con iodo (131i)
v09xa01,Iodo (131i) norcolesterol
v09xx,"Productos radiofarmacéuticos para diagnóstico, varios"
v09xx00,"Productos radiofarmaceuticos para diagnostico, varios"
v09g,Sistema cardiovascular
v09ga,Compuestos con tecnecio (99mTc)
v09ga01,Tecnecio (99 mTc) sestamibi
v09ga02,Tecnecio (99 mTc) tetrofosmina
v09gx,Otros radiofarmacéuticos para el diagnóstico del sistema cardiovascular
v09gx03,Células marcadas con cromo (51 Cr)
v09gx01,Cloruro de talio (201 Tl)
v09a,Sistema nervioso central
v09ab,Compuestos con iodo (123i)
v09ab03,Iodo (123i) ioflupano
v09aa,Compuestos con tecnecio (99mTc)
v09aa02,Bicisato de tecnecio (99 mTc)
v09aa01,Tecnecio (99mTc) exametazima
v09ax,Otros radiofarmacéuticos para el diagnóstico del sistema nervioso central
v09ax06,Florbetaben (18F)
v09ax05,Florbetapir (18Fç)
v09ax04,Flutemetamol (18F)
v09ax01,"Indio (111in), pentetato de"
v09c,Sistema renal
v09ca,Compuestos con tecnecio (99 mTc)
v09ca01,Tecnecio (99 mTc) ácido pentético
v09ca03,Tecnecio (99 mTc) mertiátida
v09ca02,Tecnecio (99 mTc) succímero
v09ca06,"Tecnecio (99 mTc), etilendicisteina de"
v09cx,Otros productos radiofarmacéuticos para el diagnóstico del sistema renal
v09cx04,Edetato de cromo (51 Cr)
v09e,Sistema respiratorio
v09ea,Inhalaciones con tecnecio (99 mTc)
v09ea02,Tecnecio (99 mTc) tecnegas
v09eb,Partículas de tecnecio (99 mTc) para inyección
v09eb01,Tecnecio (99 mTc) macrosalb
v09f,Tiroides
v09fx,"Productos radiofarmacéuticos para el diagnóstico de la tiroides, varios"
v09fx02,Ioduro (123i) de sodio
v09fx03,Ioduro (131i) de sodio
v09fx01,Pertecnetato de tecnecio (99 mTc)
v10,Productos radiofarmacéuticos terapéuticos
v10a,Agentes antiinflamatorios
v10aa,Compuestos con itrio (90y)
v10aa01,Itrio (90y) citrato coloidal
v10ax,Otros productos radiofarmacéuticos antiinflamatorios
v10ax04,Erbio (169Er) citrato coloidal
v10ax05,Renio (185 Re) sulfuro coloidal
v10x,Otros productos radiofarmacéuticos terapéuticos
v10xa,Compuestos con iodo (131i)
v10xa02,Iobenguano (131i)
v10xa01,Ioduro de sodio (131i)
v10xx,"Productos radiofarmacéuticos terapéuticos, varios"
v10xx02,Ibritumomab tiuxetán (90 Y)
v10xx04,Lutecio (177 Lu) oxodotreotida
v10xx05,Lutecio (177lu) vipivotida tetraxetan
v10xx03,Radio 223 dicloruro (223RA)
v10b,Paliación del dolor (agentes con tropismo óseo)
v10bx,"Productos radiofarmacéuticos para la paliación del dolor, varios"
v10bx01,Cloruro de estroncio (89 Sr)
v10bx02,Samario (153 Sm) lexidronam
v07,Todo el resto de los productos no terapéuticos
v07a,Todo el resto de los productos no terapéuticos
v07ab,"Agentes solventes y diluyentes, incluyendo soluciones para irrigación"
v07ab94,Agua para preparaciones inyectables
v07ab92,Sodio cloruro (disolvente/diluyente)
v03,Todo el resto de los productos terapéuticos
v03a,Todo el resto de los productos terapéuticos
v03af,Agentes detoxificantes para tratamientos antineoplásicos
v03af05,Amifostina
v03af11,Arginina y lisina
v03af02,Dexrazoxano
v03af03,Folinato de calcio
v03af06,Folinato de sodio
v03af09,Glucarpidasa
v03af04,Levofolinato de calcio
v03af01,Mesna
v03af08,Palifermina
v03af07,Rasburicasa
v03ac,Agentes quelantes del hierro
v03ac03,Deferasirox
v03ac02,Deferiprona
v03ac01,Deferoxamina
v03ab,Antídotos
v03ab23,Acetilcisteína
v03ab38,Andexanet alfa
v03ab17,Cloruro de metiltioninio
v03ab36,Fentolamina
v03ab25,Flumazenil
v03ab33,Hidroxocobalamina
v03ab37,Idarucizumab
v03ab15,Naloxona
v03ab08,Nitrito de sodio
v03ab14,Protamina
v03ab35,Sugammadex
v03ab06,Tiosulfato
v03ae,Fármacos para el tratamiento de la hiperpotasemia e hiperfosfatemia
v03ae04,Acetato anhidro de calcio y carbonato de magnesio
v03ae07,Calcio acetato
v03ae03,Carbonato de lantano
v03ae10,Ciclosilicato de sodio y zirconio
v03ae05,Oxihidroxido sucroferrico
v03ae09,Patiromero calcico
v03ae02,Sevelámero
v03ae01,Sulfonato de poliestireno
v03an,Gases medicinales
v03an05,Aire medicinal
v03an02,Dióxido de carbono
v03an01,Oxígeno
v03ax,Otros productos terapéuticos
v03ax03,Cobicistat
v03ax04,Difelicefalina
v20,Vendajes quirúrgicos
